Date,daily_Deaths,daily_Confirmed
2020-02-24,,2
2020-02-25,0.0,2
2020-02-26,0.0,1
2020-02-27,0.0,2
2020-02-28,0.0,9
2020-02-29,0.0,11
2020-03-01,0.0,18
2020-03-02,1.0,11
2020-03-03,1.0,45
2020-03-04,2.0,59
2020-03-05,0.0,77
2020-03-06,1.0,70
2020-03-07,2.0,112
2020-03-08,3.0,131
2020-03-09,6.0,110
2020-03-10,4.0,150
2020-03-11,5.0,184
2020-03-12,11.0,225
2020-03-13,8.0,328
2020-03-14,12.0,445
2020-03-15,15.0,500
2020-03-16,20.0,302
2020-03-17,19.0,433
2020-03-18,38.0,641
2020-03-19,45.0,507
2020-03-20,41.0,801
2020-03-21,52.0,640
2020-03-22,58.0,785
2020-03-23,47.0,545
2020-03-24,68.0,664
2020-03-25,84.0,706
2020-03-26,51.0,721
2020-03-27,58.0,587
2020-03-28,62.0,839
2020-03-29,54.0,745
2020-03-30,63.0,652
2020-03-31,64.0,545
2020-04-01,41.0,582
2020-04-02,58.0,744
2020-04-03,91.0,576
2020-04-04,49.0,471
2020-04-05,52.0,451
2020-04-06,49.0,469
2020-04-07,51.0,396
2020-04-08,52.0,498
2020-04-09,43.0,441
2020-04-10,70.0,462
2020-04-11,30.0,505
2020-04-12,45.0,501
2020-04-13,41.0,357
2020-04-14,52.0,326
2020-04-15,48.0,338
2020-04-16,53.0,511
2020-04-17,56.0,405
2020-04-18,34.0,331
2020-04-19,33.0,274
2020-04-20,53.0,253
2020-04-21,47.0,231
2020-04-22,38.0,228
2020-04-23,35.0,192
2020-04-24,37.0,252
2020-04-25,31.0,263
2020-04-26,26.0,272
2020-04-27,31.0,133
2020-04-28,42.0,184
2020-04-29,40.0,186
2020-04-30,33.0,169
2020-05-01,59.0,178
2020-05-02,29.0,188
2020-05-03,31.0,112
2020-05-04,32.0,120
2020-05-05,22.0,132
2020-05-06,21.0,140
2020-05-07,26.0,97
2020-05-08,28.0,109
2020-05-09,15.0,95
2020-05-10,11.0,105
2020-05-11,17.0,49
2020-05-12,18.0,69
2020-05-13,19.0,85
2020-05-14,31.0,87
2020-05-15,15.0,115
2020-05-16,20.0,85
2020-05-17,13.0,112
2020-05-18,11.0,63
2020-05-19,18.0,27
2020-05-20,14.0,44
2020-05-21,24.0,57
2020-05-22,12.0,74
2020-05-23,12.0,35
2020-05-24,12.0,48
2020-05-25,7.0,23
2020-05-26,12.0,24
2020-05-27,14.0,23
2020-05-28,10.0,26
2020-05-29,5.0,22
2020-05-30,14.0,22
2020-05-31,11.0,20
2020-06-01,11.0,13
2020-06-02,7.0,19
2020-06-03,8.0,15
2020-06-04,8.0,15
2020-06-05,9.0,18
2020-06-06,11.0,35
2020-06-07,4.0,16
2020-06-08,7.0,27
2020-06-09,7.0,27
2020-06-10,5.0,25
2020-06-11,7.0,31
2020-06-12,7.0,35
2020-06-13,27.0,34
2020-06-14,6.0,26
2020-06-15,6.0,15
2020-06-16,7.0,14
2020-06-17,5.0,13
2020-06-18,5.0,15
2020-06-19,6.0,20
2020-06-20,2.0,16
2020-06-21,0.0,11
2020-06-22,7.0,12
2020-06-23,3.0,15
2020-06-24,3.0,16
2020-06-25,-1.0,16
2020-06-26,3.0,18
2020-06-27,2.0,32
2020-06-28,0.0,19
2020-06-29,1.0,14
2020-06-30,0.0,8
2020-07-01,0.0,18
2020-07-02,3.0,21
2020-07-03,4.0,22
2020-07-04,3.0,41
2020-07-05,0.0,24
2020-07-06,1.0,21
2020-07-07,2.0,25
2020-07-08,2.0,24
2020-07-09,3.0,33
2020-07-10,2.0,27
2020-07-11,1.0,28
2020-07-12,0.0,24
2020-07-13,1.0,28
2020-07-14,4.0,23
2020-07-15,3.0,30
2020-07-16,1.0,22
2020-07-17,3.0,25
2020-07-18,1.0,27
2020-07-19,1.0,33
2020-07-20,1.0,15
2020-07-21,3.0,20
2020-07-22,2.0,25
2020-07-23,1.0,33
2020-07-24,1.0,32
2020-07-25,1.0,31
2020-07-26,2.0,41
2020-07-27,1.0,23
2020-07-28,4.0,24
2020-07-29,0.0,68
2020-07-30,1.0,37
2020-07-31,0.0,54
2020-08-01,1.0,35
2020-08-02,0.0,36
2020-08-03,2.0,26
2020-08-04,1.0,32
2020-08-05,1.0,31
2020-08-06,0.0,47
2020-08-07,0.0,60
2020-08-08,1.0,56
2020-08-09,0.0,122
2020-08-10,1.0,53
2020-08-11,0.0,50
2020-08-12,1.0,92
2020-08-13,1.0,82
2020-08-14,1.0,111
2020-08-15,1.0,120
2020-08-16,0.0,110
2020-08-17,1.0,81
2020-08-18,1.0,99
2020-08-19,0.0,126
2020-08-20,1.0,204
2020-08-21,1.0,255
2020-08-22,0.0,296
2020-08-23,1.0,267
2020-08-24,1.0,204
2020-08-25,0.0,217
2020-08-26,2.0,352
2020-08-27,1.0,332
2020-08-28,2.0,287
2020-08-29,0.0,287
2020-08-30,0.0,300
2020-08-31,0.0,232
2020-09-01,1.0,191
2020-09-02,0.0,243
2020-09-03,3.0,297
2020-09-04,0.0,322
2020-09-05,2.0,319
2020-09-06,1.0,289
2020-09-07,1.0,263
2020-09-08,1.0,210
2020-09-09,2.0,315
2020-09-10,2.0,319
2020-09-11,2.0,353
2020-09-12,1.0,353
2020-09-13,2.0,297
2020-09-14,1.0,263
2020-09-15,3.0,216
2020-09-16,0.0,310
2020-09-17,4.0,359
2020-09-18,0.0,342
2020-09-19,2.0,396
2020-09-20,0.0,367
2020-09-21,6.0,304
2020-09-22,4.0,356
2020-09-23,5.0,336
2020-09-24,0.0,432
2020-09-25,6.0,425
2020-09-26,3.0,390
2020-09-27,1.0,327
2020-09-28,6.0,312
2020-09-29,7.0,324
2020-09-30,5.0,399
2020-10-01,6.0,483
2020-10-02,5.0,591
2020-10-03,7.0,559
2020-10-04,8.0,563
2020-10-05,7.0,474
2020-10-06,4.0,581
2020-10-07,8.0,806
2020-10-08,7.0,848
2020-10-09,9.0,1070
2020-10-10,7.0,1150
2020-10-11,5.0,1131
2020-10-12,16.0,1046
2020-10-13,6.0,1277
2020-10-14,8.0,1425
2020-10-15,9.0,1578
2020-10-16,7.0,1863
2020-10-17,15.0,2199
2020-10-18,14.0,2635
2020-10-19,22.0,2190
2020-10-20,8.0,2319
2020-10-21,32.0,2661
2020-10-22,27.0,3124
2020-10-23,24.0,3579
2020-10-24,23.0,4012
2020-10-25,29.0,4388
2020-10-26,33.0,4370
2020-10-27,42.0,4510
2020-10-28,32.0,4423
2020-10-29,34.0,5341
2020-10-30,33.0,6264
2020-10-31,58.0,5814
2020-11-01,48.0,6181
2020-11-02,56.0,4434
2020-11-03,51.0,5396
2020-11-04,83.0,5409
2020-11-05,73.0,6474
2020-11-06,70.0,6755
2020-11-07,69.0,6724
2020-11-08,60.0,6130
2020-11-09,65.0,4973
2020-11-10,109.0,5820
2020-11-11,113.0,6202
2020-11-12,100.0,6235
2020-11-13,108.0,6747
2020-11-14,97.0,6775
2020-11-15,85.0,6629
2020-11-16,87.0,5405
2020-11-17,135.0,5607
2020-11-18,155.0,6354
2020-11-19,130.0,5892
2020-11-20,121.0,5780
2020-11-21,97.0,5410
2020-11-22,93.0,5391
2020-11-23,108.0,3930
2020-11-24,132.0,4040
2020-11-25,143.0,3922
2020-11-26,165.0,4473
2020-11-27,158.0,4144
2020-11-28,90.0,4087
2020-11-29,75.0,3729
2020-11-30,101.0,2802
2020-12-01,116.0,2808
2020-12-02,113.0,3266
2020-12-03,100.0,3460
2020-12-04,115.0,3562
2020-12-05,89.0,3196
2020-12-06,64.0,3062
2020-12-07,95.0,2175
2020-12-08,95.0,2357
2020-12-09,75.0,2120
2020-12-10,164.0,2510
2020-12-11,133.0,2589
2020-12-12,97.0,2430
2020-12-13,84.0,2638
2020-12-14,95.0,1983
2020-12-15,146.0,1898
2020-12-16,102.0,2358
2020-12-17,137.0,2880
2020-12-18,133.0,2465
2020-12-19,82.0,2538
2020-12-20,60.0,2181
2020-12-21,91.0,1860
2020-12-22,89.0,2074
2020-12-23,76.0,2036
2020-12-24,75.0,2689
2020-12-25,55.0,3139
2020-12-26,56.0,1782
2020-12-27,32.0,1421
2020-12-28,90.0,1366
2020-12-29,83.0,2158
2020-12-30,105.0,2725
2020-12-31,111.0,3402
2021-01-01,61.0,3423
2021-01-02,60.0,2108
2021-01-03,50.0,2610
2021-01-04,50.0,2056
2021-01-05,113.0,2748
2021-01-06,80.0,3508
2021-01-07,78.0,2856
2021-01-08,85.0,2844
2021-01-09,77.0,3055
2021-01-10,53.0,3162
2021-01-11,91.0,2015
2021-01-12,83.0,2388
2021-01-13,68.0,2906
2021-01-14,81.0,2956
2021-01-15,60.0,2701
2021-01-16,69.0,2368
2021-01-17,51.0,2242
2021-01-18,57.0,1468
2021-01-19,106.0,1925
2021-01-20,102.0,2418
2021-01-21,75.0,2592
2021-01-22,83.0,2312
2021-01-23,81.0,2546
2021-01-24,40.0,2354
2021-01-25,69.0,1562
2021-01-26,68.0,1951
2021-01-27,94.0,2721
2021-01-28,80.0,2681
2021-01-29,94.0,2460
2021-01-30,70.0,2434
2021-01-31,67.0,2109
2021-02-01,73.0,1422
2021-02-02,81.0,1857
2021-02-03,89.0,2581
2021-02-04,82.0,2787
2021-02-05,78.0,2701
2021-02-06,63.0,2509
2021-02-07,54.0,2364
2021-02-08,61.0,1666
2021-02-09,79.0,1945
2021-02-10,91.0,2534
2021-02-11,55.0,3058
2021-02-12,70.0,2825
2021-02-13,56.0,2575
2021-02-14,46.0,2181
2021-02-15,71.0,1425
2021-02-16,62.0,1848
2021-02-17,103.0,2553
2021-02-18,84.0,2832
2021-02-19,85.0,2703
2021-02-20,68.0,2784
2021-02-21,48.0,2774
2021-02-22,61.0,1979
2021-02-23,72.0,2556
2021-02-24,71.0,2953
2021-02-25,51.0,3629
2021-02-26,53.0,3810
2021-02-27,63.0,3501
2021-02-28,50.0,3209
2021-03-01,59.0,2446
2021-03-02,64.0,2950
2021-03-03,79.0,3743
2021-03-04,62.0,4127
2021-03-05,49.0,4078
2021-03-06,60.0,3975
2021-03-07,44.0,3848
2021-03-08,58.0,2566
2021-03-09,68.0,3087
2021-03-10,64.0,4124
2021-03-11,50.0,4306
2021-03-12,67.0,4154
2021-03-13,60.0,4520
2021-03-14,50.0,4003
2021-03-15,51.0,3123
2021-03-16,75.0,3432
2021-03-17,66.0,4183
2021-03-18,66.0,4464
2021-03-19,78.0,4557
2021-03-20,74.0,4393
2021-03-21,63.0,3993
2021-03-22,57.0,2883
2021-03-23,80.0,3132
2021-03-24,72.0,3763
2021-03-25,73.0,4409
2021-03-26,81.0,4425
2021-03-27,53.0,4174
2021-03-28,57.0,3871
2021-03-29,83.0,2705
2021-03-30,82.0,3288
2021-03-31,71.0,4150
2021-04-01,87.0,4130
2021-04-02,85.0,4398
2021-04-03,61.0,3789
2021-04-04,73.0,3624
2021-04-05,69.0,2635
2021-04-06,88.0,1941
2021-04-07,110.0,2436
2021-04-08,84.0,3055
2021-04-09,99.0,3325
2021-04-10,75.0,3206
2021-04-11,62.0,3438
2021-04-12,79.0,1923
2021-04-13,84.0,2429
2021-04-14,92.0,2950
2021-04-15,95.0,2978
2021-04-16,77.0,3172
2021-04-17,55.0,2983
2021-04-18,68.0,2475
2021-04-19,82.0,1872
2021-04-20,78.0,1883
2021-04-21,93.0,2593
2021-04-22,74.0,2765
2021-04-23,53.0,2684
2021-04-24,60.0,2544
2021-04-25,51.0,2544
2021-04-26,75.0,1849
2021-04-27,73.0,1780
2021-04-28,70.0,2324
2021-04-29,65.0,2672
2021-04-30,61.0,2471
2021-05-01,41.0,2319
2021-05-02,31.0,1913
2021-05-03,56.0,1325
2021-05-04,67.0,1608
2021-05-05,79.0,1991
2021-05-06,77.0,2249
2021-05-07,32.0,2191
2021-05-08,42.0,2026
2021-05-09,25.0,1859
2021-05-10,39.0,1236
2021-05-11,64.0,1267
2021-05-12,65.0,1435
2021-05-13,47.0,1677
2021-05-14,36.0,1560
2021-05-15,29.0,1315
2021-05-16,23.0,1357
2021-05-17,34.0,838
2021-05-18,37.0,823
2021-05-19,34.0,984
2021-05-20,29.0,1376
2021-05-21,27.0,1084
2021-05-22,29.0,1013
2021-05-23,18.0,942
2021-05-24,29.0,605
2021-05-25,26.0,655
2021-05-26,31.0,743
2021-05-27,27.0,858
2021-05-28,32.0,763
2021-05-29,22.0,616
2021-05-30,16.0,685
2021-05-31,19.0,454
2021-06-01,19.0,405
2021-06-02,9.0,531
2021-06-03,13.0,423
2021-06-04,15.0,430
2021-06-05,17.0,500
2021-06-06,16.0,525
2021-06-07,13.0,356
2021-06-08,21.0,294
2021-06-09,17.0,409
2021-06-10,26.0,444
2021-06-11,23.0,374
2021-06-12,15.0,365
2021-06-13,6.0,294
2021-06-14,9.0,200
2021-06-15,21.0,212
2021-06-16,18.0,290
2021-06-17,16.0,219
2021-06-18,8.0,255
2021-06-19,3.0,187
2021-06-20,5.0,165
2021-06-21,3.0,120
2021-06-22,5.0,123
2021-06-23,8.0,177
2021-06-24,4.0,191
2021-06-25,12.0,157
2021-06-26,4.0,150
2021-06-27,2.0,147
2021-06-28,6.0,88
2021-06-29,4.0,80
2021-06-30,11.0,111
2021-07-01,5.0,174
2021-07-02,7.0,159
2021-07-03,7.0,172
2021-07-04,4.0,184
2021-07-05,14.0,131
2021-07-06,9.0,157
2021-07-07,8.0,204
2021-07-08,4.0,259
2021-07-09,5.0,246
2021-07-10,3.0,291
2021-07-11,2.0,296
2021-07-12,3.0,251
2021-07-13,4.0,267
2021-07-14,5.0,373
2021-07-15,2.0,586
2021-07-16,3.0,720
